EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
4031,Scott,Paul,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,37.98966478,3.750511838,0.0,Stores
4032,Rice,Christopher,M,Richmond,Produce Clerk,Produce,Richmond,Stores,38.85270542,3.439092941,23.8076775,Stores
4033,Rhoads,Adam,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,66.3282866,2.581280782,146.9291506,Stores
4034,Brooks,Rodolfo,M,Vancouver,Baker,Bakery,Vancouver,Stores,48.67306819,6.037300002,71.74841222,Stores
4035,Rooks,Alfred,M,Kamloops,Baker,Bakery,Kamloops,Stores,32.34640953,2.50137734,1.371463424,Stores
4036,Mead,Kenneth,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,39.94133121,2.626057287,30.8541731,Stores
4037,Gauthier,Jeffrey,M,Vancouver,Baker,Bakery,Vancouver,Stores,40.73534494,6.770860129,74.33798959,Stores
4038,Chaffin,Warren,M,Fulford Harbour,Shelf Stocker,Processed Foods,Victoria,Stores,29.40238561,4.271095655,0.0,Stores
4039,Cobb,Susan,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,30.65699026,4.334046742,11.72457231,Stores
4040,Toledo,Catherine,F,Vancouver,Baker,Bakery,Vancouver,Stores,70.13680243,5.802355513,241.7264493,Stores
4041,Gilmore,Larry,M,Port Hardy,Produce Clerk,Produce,Nanaimo,Stores,41.80508894,3.744937557,20.02555975,Stores
4042,McGeehan,Jeremy,M,Nelson,Meat Cutter,Meats,Nelson,Stores,41.00727841,4.180518308,43.26743374,Stores
4043,Raines,Russel,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,25.58133334,4.177122973,0.0,Stores
4044,Hannigan,David,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,51.05947349,4.621377931,57.63695682,Stores
4045,Bozeman,John,M,Vancouver,Baker,Bakery,Vancouver,Stores,50.58160451,4.003249017,72.89303561,Stores
4046,Quick,Pamela,F,Hedley,Baker,Bakery,Princeton,Stores,27.43932952,2.456780933,0.0,Stores
4047,Fulp,Scott,M,Langley,Produce Clerk,Produce,Langley,Stores,48.47477827,5.350002512,79.16685038,Stores
4048,Hodge,Marcus,M,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,35.69717172,7.746514583,48.45394208,Stores
4049,Homan,Susan,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42.98821731,4.139134923,16.78092247,Stores
4050,West,Brian,M,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,63.40938771,4.397612369,166.5905773,Stores
4051,Cole,Chad,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,36.3913413,3.562756669,21.87178994,Stores
4052,Ohare,Frank,M,Lakeview Heights,Produce Clerk,Produce,Kelowna,Stores,48.78363795,2.91289161,93.89449136,Stores
4053,Wright,Justin,M,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,27.78918733,4.886751455,0.0,Stores
4054,Wetter,Lillian,F,Bamfield,Shelf Stocker,Processed Foods,Victoria,Stores,31.52797131,6.781417367,46.49278232,Stores
4055,Barton,Charles,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,51.87640504,6.411515013,84.83671466,Stores
4056,Stark,Robert,M,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,27.38306462,5.33963521,0.0,Stores
4057,Moorman,Charlie,F,Duncan,Meat Cutter,Meats,Quesnel,Stores,38.0630053,5.42784488,9.406074,Stores
4058,Keith,Gerald,M,Sidney,Produce Clerk,Produce,Victoria,Stores,55.68637276,2.817104725,105.9253967,Stores
4059,Miller,Deborah,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,42.78207202,0.45684336,96.05240432,Stores
4060,Williams,Sandra,F,Fort St James,Produce Clerk,Produce,Prince George,Stores,38.40543372,6.817367088,71.9789812,Stores
4061,McCall,Mark,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,45.44671733,2.37645789,75.82670164,Stores
4062,Duda,Paul,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,31.57267269,6.428043613,14.10702727,Stores
4063,Luna,Anna,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40.54338626,6.314105613,32.71229394,Stores
4064,Scott,Clyde,M,Winfield,Produce Clerk,Produce,Kelowna,Stores,37.27131997,4.085161535,49.64978015,Stores
4065,Salter,Linda,F,Whistler,Produce Clerk,Produce,Squamish,Stores,46.73581547,2.710970797,11.95722891,Stores
4066,Mifflin,Frank,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,30.5534266,2.161517731,42.83453501,Stores
4067,Crosby,David,M,Burnaby,Produce Clerk,Produce,Burnaby,Stores,44.46104439,4.253449786,46.31488041,Stores
4068,Lipe,Donald,M,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,59.62941976,5.168180372,118.5376913,Stores
4069,Hampton,Cathy,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,50.18565505,2.953022405,94.41577491,Stores
4070,Johnson,Virginia,F,Fruitvale,Produce Clerk,Produce,Kelowna,Stores,43.81940767,5.749624848,56.7374184,Stores
4071,Bright,Mildred,F,Terrace,Baker,Bakery,Terrace,Stores,45.53254037,4.262831913,97.85288152,Stores
4072,Logan,Wayne,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,49.56512186,3.838265988,99.24555305,Stores
4073,Brunner,Joel,M,Coquitlam,Produce Clerk,Produce,Nanaimo,Stores,43.23679796,6.274547908,88.89330926,Stores
4074,Cullen,Shayla,F,Kamloops,Produce Clerk,Produce,Kamloops,Stores,37.69842252,5.501917493,54.2882972,Stores
4075,Allen,Virginia,F,Parksville,Produce Clerk,Produce,Nanaimo,Stores,35.60388096,3.639941096,27.6154023,Stores
4076,Creighton,Johanna,F,Vancouver,Baker,Bakery,Vancouver,Stores,43.198038,3.082885328,86.88838581,Stores
4077,Tapia,Billy,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,43.63387225,3.121299645,85.20734625,Stores
4078,Ertl,Andrew,M,Tappen,Baker,Bakery,Vernon,Stores,33.30617969,7.841776928,0.0,Stores
4079,Collins,Irene,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.58064744,3.52003641,115.8911299,Stores
4080,Allen,Freddy,M,New Westminister,Meat Cutter,Meats,New Westminister,Stores,37.21463758,6.918709464,39.06185463,Stores
4081,Freeman,Robert,M,Mission,Cashier,Customer Service,Burnaby,Stores,47.13927829,3.867495313,111.0854155,Stores
4082,Alvarez,Andera,F,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,21.68663601,3.244382678,0.0,Stores
4083,Looney,Courtney,M,Vancouver,Baker,Bakery,Vancouver,Stores,44.39335352,6.505314012,25.59885965,Stores
4084,Schwarz,Shelby,M,Trail,Produce Clerk,Produce,Trail,Stores,39.5151998,4.264566886,46.65643232,Stores
4085,Barajas,Maria,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,52.85922951,1.186318573,123.4316751,Stores
4086,Voegele,Gerald,M,Vallican,Produce Clerk,Produce,Trail,Stores,44.32853151,5.552225015,51.77255716,Stores
4087,Simmons,Norman,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,49.31960063,6.549356895,41.56683039,Stores
4088,Brantley,Pat,F,Vancouver,Baker,Bakery,Vancouver,Stores,34.78695547,5.994043435,16.52633766,Stores
4089,Maddux,Donald,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,46.49949873,3.526069068,61.6591462,Stores
4090,Turner,Rhonda,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,53.39496906,4.524490362,142.667915,Stores
4091,Thetford,Edna,F,Golden,Produce Clerk,Produce,Cranbrook,Stores,46.35047424,1.620047902,86.66546672,Stores
4092,Johnson,David,M,Sechelt,Produce Clerk,Produce,West Vancouver,Stores,46.4729899,5.344562871,74.82329652,Stores
4093,Lumpkin,Annette,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38.94188592,4.575552688,71.01857094,Stores
4094,Murdoch,Alan,M,Surrey,Produce Clerk,Produce,Surrey,Stores,58.10540786,3.95330753,121.2282139,Stores
4095,Greene,Donald,M,Richmond,Produce Clerk,Produce,Richmond,Stores,31.03508532,5.296553623,42.65726101,Stores
4096,Valentin,Brady,M,Fort St John,Produce Clerk,Produce,Fort St John,Stores,42.86685149,3.231720964,71.80600638,Stores
4097,Briggs,Frank,M,Vancouver,Baker,Bakery,Vancouver,Stores,37.73553215,7.260996704,0.0,Stores
4098,Shaw,Robert,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44.6384744,4.109592923,68.21580914,Stores
4099,Lee,Patricia,F,Penticton,Produce Clerk,Produce,Kelowna,Stores,36.48689295,6.088804406,13.5017794,Stores
4100,Johannes,Dawn,F,Trail,Produce Clerk,Produce,Trail,Stores,36.16793617,3.42448485,50.63966596,Stores
4101,Sharpe,Leslie,F,Prince George,Produce Clerk,Produce,Prince George,Stores,47.66804004,3.999481873,79.71378353,Stores
4102,Martinez,Darrell,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,56.64737159,4.738680393,78.94573752,Stores
4103,Rowan,Sharon,F,Kelowna,Produce Clerk,Produce,Kelowna,Stores,25.69129106,4.490219304,0.0,Stores
4104,Terry,Joanne,F,Vancouver,Baker,Bakery,Vancouver,Stores,43.46304963,2.930567604,108.3618674,Stores
4105,Lewis,Patricia,F,Surrey,Produce Clerk,Produce,Surrey,Stores,35.48255111,5.445040649,25.77475866,Stores
4106,Schultz,Lizzie,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,49.01481634,5.290853379,105.2263905,Stores
4107,Laliberte,Cynthia,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,31.97020602,4.376006498,22.16797134,Stores
4108,Moffit,Mark,M,Clinton,Produce Clerk,Produce,Kamloops,Stores,31.97953351,3.376802595,10.37357752,Stores
4109,Goodwill,Theresa,F,Creston,Produce Clerk,Produce,Cranbrook,Stores,45.97296037,3.933294763,96.3184268,Stores
4110,Mangano,Gerald,M,Surrey,Produce Clerk,Produce,Surrey,Stores,43.82259897,5.720116721,93.29213224,Stores
4111,Perry,Joseph,M,Lakelse Lake,Produce Clerk,Produce,Terrace,Stores,41.14103814,3.862403699,62.92472306,Stores
4112,Norton,Dale,M,Squamish,Produce Clerk,Produce,Squamish,Stores,46.58214371,3.00745819,29.38297465,Stores
4113,Bissett,Paul,M,Vancouver,Baker,Bakery,Vancouver,Stores,39.88967083,2.870350546,50.14006956,Stores
4114,Smith,Filomena,F,Vancouver,Baker,Bakery,Vancouver,Stores,6.634917139,3.290380056,0.0,Stores
4115,Bruns,John,M,Fort Nelson,Produce Clerk,Produce,Fort Nelson,Stores,44.29235127,5.691204109,136.8039118,Stores
4116,Langley,Barton,M,Richmond,Produce Clerk,Produce,Richmond,Stores,63.89098608,4.373709898,135.4087773,Stores
4117,Reid,Karen,F,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,31.74466078,4.927027671,0.0,Stores
4118,Grace,David,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,35.56456214,6.552736007,61.14573215,Stores
4119,Vasquez,Anita,F,Surrey,Produce Clerk,Produce,Surrey,Stores,44.79483712,6.741511751,69.63375834,Stores
4120,Bell,William,M,Langley,Produce Clerk,Produce,Langley,Stores,36.48846767,2.099741162,53.39917089,Stores
4121,Spence,Christopher,M,Trail,Produce Clerk,Produce,Trail,Stores,43.71812854,5.925957791,27.45347854,Stores
4122,Stepney,Robert,M,Vancouver,Baker,Bakery,Vancouver,Stores,34.85668034,7.044860388,0.0,Stores
4123,Rackers,Cameron,M,Chetwynd,Produce Clerk,Produce,Prince George,Stores,42.19873952,5.168617115,38.68155824,Stores
4124,Johnson,Clarence,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,36.87130258,3.80334267,29.89689357,Stores
4125,Vazquez,Leah,F,Victoria,Produce Clerk,Produce,Victoria,Stores,36.76276294,5.61126721,27.56780712,Stores
4126,Koenig,Geneva,F,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,46.94565503,4.431882435,95.67908091,Stores
4127,Thomas,Steven,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,36.73326082,5.95273413,76.8809102,Stores
4128,Bing,Frank,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,34.08393357,3.466952298,26.90216292,Stores
4129,Sizemore,Quinn,F,Whistler,Produce Clerk,Produce,Squamish,Stores,55.60595154,4.257135548,112.8815041,Stores
4130,Gaunt,Diane,F,Surrey,Produce Clerk,Produce,Surrey,Stores,28.79788418,6.872404198,12.08141691,Stores
4131,Hart,Ana,F,Victoria,Produce Clerk,Produce,Victoria,Stores,31.53929667,6.632279203,19.98197134,Stores
4132,Armstrong,Kara,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,23.87854228,4.689810018,0.0,Stores
4133,Moore,Wallace,M,Kamloops,Produce Clerk,Produce,Kamloops,Stores,44.78436795,7.010346715,72.01587093,Stores
4134,Morgan,Lois,F,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,39.95156644,4.655944043,31.07855464,Stores
4135,Howze,Darin,M,Victoria,Produce Clerk,Produce,Victoria,Stores,31.98148379,4.690025761,0.0,Stores
4136,Derossett,Janice,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,67.32980938,6.128349605,226.1951549,Stores
4137,Savard,Catherine,F,Vancouver,Baker,Bakery,Vancouver,Stores,36.17982485,3.657100348,48.00602112,Stores
4138,Marbury,Marie,F,Surrey,Produce Clerk,Produce,Surrey,Stores,29.21396442,5.44192845,31.78561084,Stores
4139,McDade,Kim,F,Surrey,Produce Clerk,Produce,Surrey,Stores,32.46348975,4.658096416,32.36757458,Stores
4140,Graham,John,M,Ucluelet,Produce Clerk,Produce,Nanaimo,Stores,34.34853497,3.652801631,45.53820542,Stores
4141,Thurston,Sharon,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,52.12876535,3.606496527,121.5814896,Stores
4142,Peck,Laura,F,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,34.29895621,2.658470495,52.8040737,Stores
4143,Gettys,Deborah,F,Port Alberni,Produce Clerk,Produce,Nanaimo,Stores,32.02336944,4.040508042,45.85405073,Stores
4144,Jones,Sue,F,Vancouver,Baker,Bakery,Vancouver,Stores,44.69539565,2.603113793,43.85319512,Stores
4145,Guajardo,Earl,M,Vancouver,Baker,Bakery,Vancouver,Stores,43.39248046,6.358299108,52.01375035,Stores
4146,Prokop,Robert,M,Prince George,Produce Clerk,Produce,Prince George,Stores,34.60465921,5.475820746,0.0,Stores
4147,Barron,Marilyn,F,Enderby,Baker,Bakery,Vernon,Stores,41.20774498,0.940309644,37.4697262,Stores
4148,Ahmed,Melody,F,Iskut,Baker,Bakery,Terrace,Stores,33.03402503,1.452923852,45.08185429,Stores
4149,Watson,Jordan,M,Burnaby,Produce Clerk,Produce,Burnaby,Stores,41.29211163,4.413443207,14.63743314,Stores
4150,Hodge,Donald,M,Victoria,Produce Clerk,Produce,Victoria,Stores,37.99161771,4.46502554,39.04259642,Stores
4151,Martinez,Veronica,F,Riske Creek,Produce Clerk,Produce,Williams Lake,Stores,45.10452875,3.247305431,65.14530262,Stores
4152,Kessler,Toby,M,New Westminister,Customer Service Manager,Customer Service,New Westminister,Stores,33.26351746,6.211366841,21.54285437,Stores
4153,Thompson,Juanita,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,25.1036884,3.67900988,0.0,Stores
4154,Buchanan,Eileen,F,Port Alberni,Produce Clerk,Produce,Nanaimo,Stores,42.17522971,4.326717239,64.50912394,Stores
4155,Bixler,Teresa,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,38.27023503,5.395867494,32.96075469,Stores
4156,Isaac,Carlton,M,Barriere,Produce Clerk,Produce,Kamloops,Stores,42.83213826,6.5500432,86.75172525,Stores
4157,Schwab,Rudy,M,Surrey,Produce Clerk,Produce,Surrey,Stores,50.54400941,4.386755747,92.08452657,Stores
4158,Dolan,Kenneth,M,Bamfield,Produce Clerk,Produce,Victoria,Stores,49.25844482,5.237139538,87.71363508,Stores
4159,Smith,Amanda,F,Surrey,Produce Clerk,Produce,Surrey,Stores,53.73955908,5.559095159,154.1925041,Stores
4160,Rodriguez,Christy,F,Tofino,Produce Clerk,Produce,Nanaimo,Stores,37.28613429,4.052743906,54.6819112,Stores
4161,Whitley,Martin,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,44.50067652,3.133053137,39.27155954,Stores
4162,Sabol,Harold,M,Tappen,Produce Clerk,Produce,Vernon,Stores,35.8765723,5.104877183,0.0,Stores
4163,Mouzon,Charles,M,Surrey,Produce Clerk,Produce,Surrey,Stores,26.59106657,5.342065014,0.0,Stores
4164,Young,Clarence,M,Port Alberni,Produce Clerk,Produce,Nanaimo,Stores,40.85571726,4.413694367,3.739130608,Stores
4165,Birdsall,Ronald,M,Port Alberni,Baker,Bakery,Nanaimo,Stores,47.82170068,4.128069977,97.70223932,Stores
4166,Earle,Christopher,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,52.66023843,6.141575326,94.95814137,Stores
4167,Dunn,William,M,Vancouver,Baker,Bakery,Vancouver,Stores,35.37717665,5.248045615,0.83571231,Stores
4168,Rackley,John,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,57.2232854,1.703244973,166.8480576,Stores
4169,Spinks,Justin,M,Haney,Baker,Bakery,Haney,Stores,30.94579338,3.240991352,0.0,Stores
4170,Jenkins,Angela,F,Victoria,Cashier,Customer Service,Victoria,Stores,15.71344636,6.640614365,0.0,Stores
4171,Brooker,Jamie,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,17.43429651,6.500260976,0.0,Stores
4172,Barrows,Maureen,F,Prince George,Produce Clerk,Produce,Prince George,Stores,33.94427239,5.813742759,24.59836482,Stores
4173,Dagostino,Glen,M,Campbell River,Baker,Bakery,Nanaimo,Stores,41.54445299,5.16940696,87.93995142,Stores
4174,Hawn,Lauren,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,27.31873935,3.591911415,14.6974209,Stores
4175,Bautista,Earl,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,37.72356326,7.12563324,42.4883161,Stores
4176,Gomez,Jason,M,Greenwood,Dairy Person,Dairy,Grand Forks,Stores,46.96585055,4.314979326,68.65239045,Stores
4177,Oliver,Doris,F,Prince George,Produce Clerk,Produce,Prince George,Stores,68.8742261,5.442935768,220.7950749,Stores
4178,Webb,Alan,M,Richmond,Produce Clerk,Produce,Richmond,Stores,33.21546071,5.00837536,0.0,Stores
4179,Hake,Chi,M,Langley,Produce Clerk,Produce,Langley,Stores,36.05877246,2.006468426,58.13849938,Stores
4180,Luna,Anne,F,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,40.26134537,4.310166174,42.55769204,Stores
4181,Hernandez,Dona,F,Penticton,Produce Clerk,Produce,Kelowna,Stores,42.46904825,6.18166642,45.63345165,Stores
4182,Petersen,Barry,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,42.49189461,2.785949845,63.83775228,Stores
4183,Wescott,Joseph,M,Victoria,Cashier,Customer Service,Victoria,Stores,40.04583386,2.196202881,42.34231016,Stores
4184,Curry,Genevieve,F,Prince George,Produce Clerk,Produce,Prince George,Stores,43.51103831,4.327052489,46.38519881,Stores
4185,Ferrell,Derrick,M,Langley,Produce Clerk,Produce,Langley,Stores,60.65270412,4.171201777,98.08033861,Stores
4186,Covington,Frank,M,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,34.56834891,5.035917748,7.421389932,Stores
4187,King,Carol,F,Victoria,Cashier,Customer Service,Victoria,Stores,46.34955122,4.679663774,94.54579133,Stores
4188,Marsh,Leslie,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,44.05506131,2.510722362,133.3589788,Stores
4189,Drye,Ashley,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.20823648,6.669568093,70.92001162,Stores
4190,Joplin,Amanda,F,Victoria,Cashier,Customer Service,Victoria,Stores,31.32996484,5.245373226,25.59974414,Stores
4191,Camacho,Luz,F,Richmond,Produce Clerk,Produce,Richmond,Stores,48.25077159,4.257706534,178.550006,Stores
4192,Oram,David,M,Chase,Produce Clerk,Produce,Kamloops,Stores,39.42939297,5.470549907,45.72511242,Stores
4193,Willson,Michael,M,Huntingdon,Meat Cutter,Meats,Abbotsford,Stores,51.70333822,4.15559083,159.1533538,Stores
4194,Wagaman,Caleb,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,36.71802101,1.857649975,95.89124711,Stores
4195,Lipman,Margaret,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,45.14284564,5.64974577,86.02058681,Stores
4196,Truong,Jaime,M,Port Alberni,Baker,Bakery,Nanaimo,Stores,44.62470939,5.587384061,99.43297403,Stores
4197,Patterson,Natalie,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.01935623,2.974514296,83.55437309,Stores
4198,Tyner,Demetrius,M,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,39.69714676,4.69850279,42.94360525,Stores
4199,Olson,Albert,M,Montney,Produce Clerk,Produce,Fort St John,Stores,32.23909328,2.985498068,19.1418583,Stores
4200,Taylor,Samantha,F,Surrey,Produce Clerk,Produce,Surrey,Stores,48.78373398,5.289623911,147.6924224,Stores
4201,Buchanan,Latisha,F,Peachland,Produce Clerk,Produce,Kelowna,Stores,36.75226599,5.457333673,24.20728781,Stores
4202,Campos,Cody,M,Cassiar,Baker,Bakery,Terrace,Stores,51.08440868,5.494835466,72.33310518,Stores
4203,Ryder,Tracy,M,Princeton,Produce Clerk,Produce,Princeton,Stores,53.7557811,6.465545338,49.95492587,Stores
4204,Reynolds,Tristan,M,Vancouver,Baker,Bakery,Vancouver,Stores,55.61122684,4.976850669,79.7954215,Stores
4205,Day,Jennifer,F,Vancouver,Baker,Bakery,Vancouver,Stores,42.60764428,4.715111434,8.39905755,Stores
4206,Boughton,Ebony,F,Vancouver,Baker,Bakery,Vancouver,Stores,32.58132396,4.173843214,42.29732669,Stores
4207,Crisman,Sandra,F,Surrey,Produce Clerk,Produce,Surrey,Stores,66.49143043,5.518786074,215.0341805,Stores
4208,Jonas,Gwen,F,Flatrock,Produce Clerk,Produce,Fort St John,Stores,46.05783641,3.54739602,74.98335131,Stores
4209,Nord,George,M,Slocan,Produce Clerk,Produce,Trail,Stores,58.71165621,4.424807059,147.2680846,Stores
4210,Thomas,Matthew,M,Quesnel,Meat Cutter,Meats,Quesnel,Stores,35.17200368,7.285266788,29.46826322,Stores
4211,Chang,Faustino,M,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,17.42465051,5.228208762,0.0,Stores
4212,Dawkins,Joe,M,Quesnel,Meat Cutter,Meats,Quesnel,Stores,47.15049687,4.511756886,113.4235158,Stores
4213,Buchanan,Olga,F,Surrey,Baker,Bakery,Surrey,Stores,42.33286423,3.047438155,76.70820608,Stores
4214,Forshee,Scott,M,Vancouver,Baker,Bakery,Vancouver,Stores,51.40279635,2.67039211,102.3371721,Stores
4215,Doctor,Brian,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,38.5259948,2.984555252,32.56282117,Stores
4216,Jones,Emilie,F,Vancouver,Baker,Bakery,Vancouver,Stores,58.64517948,5.956264232,160.3340303,Stores
4217,Fischer,Robert,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,41.23412088,3.192493284,49.41207499,Stores
4218,David,Allison,F,Campbell River,Baker,Bakery,Nanaimo,Stores,46.29937745,4.246429626,85.20531292,Stores
4219,Lazarus,Wilbur,M,Barriere,Produce Clerk,Produce,Kamloops,Stores,55.00072055,6.608657303,81.50510492,Stores
4220,Butler,Ernestina,F,Vancouver,Baker,Bakery,Vancouver,Stores,52.12773293,6.222049886,116.5698027,Stores
4221,Jenkins,Cynthia,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,33.09706143,2.296603686,59.35912079,Stores
4222,Jarrard,Linda,F,Vancouver,Baker,Bakery,Vancouver,Stores,36.26604401,3.708473434,0.0,Stores
4223,Irving,Alona,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,53.61333266,3.263894515,134.7853448,Stores
4224,Trevino,Ronald,M,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,38.18131471,5.236824928,66.39504505,Stores
4225,Wells,Rhonda,F,Revelstoke,Produce Clerk,Produce,Kelowna,Stores,48.43727878,2.393194824,63.23658402,Stores
4226,Barber,Jon,M,Vancouver,Baker,Bakery,Vancouver,Stores,48.47846028,5.295920071,105.19568,Stores
4227,McCullough,Sallie,F,Vancouver,Baker,Bakery,Vancouver,Stores,33.1522542,2.307013723,51.47917953,Stores
4228,Cunningham,James,M,Port Edward,Baker,Bakery,Terrace,Stores,41.95351112,3.790597191,83.55060767,Stores
4229,Boyles,Paul,M,Vancouver,Baker,Bakery,Vancouver,Stores,39.82948643,8.335166194,43.65489465,Stores
4230,Clements,Billy,M,Fort St John,Produce Clerk,Produce,Fort St John,Stores,45.49058026,5.77357014,89.12981571,Stores
4231,Small,Jeff,M,Langley,Baker,Bakery,Langley,Stores,30.94067633,2.351727692,0.935717552,Stores
4232,Ferraro,Grace,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,34.64576022,8.871609851,7.888779158,Stores
4233,Ebert,Courtney,M,Victoria,Cashier,Customer Service,Victoria,Stores,27.75842268,2.839214072,0.0,Stores
4234,Wright,Mildred,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48.41267346,7.99697751,140.580585,Stores
4235,Amburgey,Concetta,F,Surrey,Produce Clerk,Produce,Surrey,Stores,41.05509362,2.108899931,9.522589888,Stores
4236,Knox,Marie,F,Victoria,Cashier,Customer Service,Victoria,Stores,53.90816036,5.671169549,105.8103977,Stores
4237,Ayres,Petra,F,Toad River,Meat Cutter,Meats,Fort Nelson,Stores,39.63690886,5.281885202,77.10120423,Stores
4238,Naughton,Robert,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,47.00986753,5.743271144,97.75560597,Stores
4239,Underwood,Michael,M,Vancouver,Baker,Bakery,Vancouver,Stores,39.18208147,1.832521319,34.94107321,Stores
4240,Tijerina,William,M,Vancouver,Baker,Bakery,Vancouver,Stores,35.52103875,4.719891046,51.22859675,Stores
4241,James,Bernadine,F,Vancouver,Baker,Bakery,Vancouver,Stores,32.6077403,6.002924349,0.0,Stores
4242,Joseph,Perry,M,Iskut,Baker,Bakery,Terrace,Stores,43.47856994,3.797111619,35.05255792,Stores
4243,Lopez,Ken,M,Vancouver,Baker,Bakery,Vancouver,Stores,36.25568406,4.236527252,45.58862517,Stores
4244,Meade,Kizzy,F,Vancouver,Baker,Bakery,Vancouver,Stores,43.8823818,0.385159255,93.69859587,Stores
4245,Beets,Edith,F,Prince George,Produce Clerk,Produce,Prince George,Stores,47.73468133,4.262178684,63.41792483,Stores
4246,Jones,Sanda,F,Vancouver,Baker,Bakery,Vancouver,Stores,28.16812201,6.167808963,0.0,Stores
4247,Roberts,Clinton,M,Chemainus,Cashier,Customer Service,Victoria,Stores,40.12657974,2.11744073,71.40551105,Stores
4248,Marquez,John,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,32.37254157,5.684026823,12.96858134,Stores
4249,Janes,Rey,M,Riske Creek,Produce Clerk,Produce,Williams Lake,Stores,35.2627618,3.833014357,40.59837909,Stores
4250,Belli,Barbara,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40.09501487,5.585515695,46.81479325,Stores
4251,Ryan,Alfonso,M,Vancouver,Baker,Bakery,Vancouver,Stores,27.57255734,4.827752673,0.0,Stores
